Platform,Hashtag,Content_Type,Impressions,Views,Likes,Shares,Comments,Engagement_Rate
Twitter,Comedy,Photo,127904,97259,10594,2416,6476,0.2004
Twitter,Music,Photo,142992,94891,17260,5056,447,0.2399
Twitter,Tech,Photo,128705,58165,11085,435,2687,0.2443
Facebook,Tech,Carrousel,88049,81282,9767,2696,8592,0.259
TikTok,Comedy,Video,52415,26827,13556,136,6132,0.739
TikTok,Fitness,Video,95851,87216,9948,7632,4207,0.2498
Twitter,Music,Video,123680,95613,6655,4369,1102,0.1268
Instagram,Education,Video,121697,70855,7415,6745,3399,0.2478
Instagram,Tech,Video,122061,84943,11924,1842,2429,0.1907
Facebook,Music,Text,151004,87154,10585,2440,7668,0.2374
TikTok,Gaming,Video,113037,91196,7268,6147,6331,0.2165
TikTok,Fitness,Video,168937,85929,9557,2829,8664,0.245
Twitter,Gaming,Text,150457,68090,7530,3923,182,0.1709
Twitter,Challenge,Text,92030,78663,10695,2195,4571,0.222
Instagram,Challenge,Video,175357,99964,15843,7727,1364,0.2494
Facebook,Fitness,Text,171217,99085,10415,3016,9181,0.2282
Instagram,Beauty,Video,125254,93555,11524,3405,8101,0.2462
Instagram,Fitness,Video,163682,94771,6116,1934,5054,0.1383
TikTok,Tech,Video,101231,77555,15782,1707,2111,0.2527
Twitter,Education,Video,145014,99958,19937,2881,3077,0.2591
TikTok,Education,Video,165553,75088,9064,1343,8949,0.2578
TikTok,Gaming,Video,147932,72375,6577,5350,6244,0.2511
Facebook,Beauty,Text,107362,86181,9558,1950,1085,0.1461
TikTok,Music,Photo,127006,84287,7039,1224,2276,0.125
Facebook,Tech,Photo,178579,80649,5982,5528,4243,0.1953
Instagram,Fitness,Video,111725,76574,8304,4318,313,0.1689
TikTok,Challenge,Photo,128805,81626,7129,5171,6185,0.2265
Instagram,Beauty,Video,156246,79320,10010,2122,6505,0.235
TikTok,Tech,Video,159594,82282,11611,2984,2019,0.2019
Facebook,Beauty,Carrousel,151738,50763,13965,11164,8178,0.6561
Facebook,Education,Video,118556,77254,8427,3329,7429,0.2483
Twitter,Challenge,Photo,116612,84768,9379,3710,2296,0.1815
Instagram,Fitness,Video,178495,79173,4443,3691,2948,0.14
Facebook,Education,Photo,139354,83104,11510,2805,3150,0.2102
Facebook,Challenge,Video,143748,96148,8650,3476,8275,0.2122
Facebook,Fitness,Video,115216,82569,10483,5479,192,0.1956
Facebook,Gaming,Carrousel,138810,75525,7034,6382,98,0.1789
Instagram,Fitness,Video,82052,81501,12950,1549,2257,0.2056
Facebook,Gaming,Video,176653,95387,10443,2253,10131,0.2393
TikTok,Beauty,Video,125986,93922,8474,8431,2832,0.2101
Instagram,Fitness,Video,89922,74913,14996,1510,941,0.2329
TikTok,Music,Video,74959,66660,4275,1469,3394,0.1371
TikTok,Music,Video,125000,99658,15540,4523,272,0.204
Facebook,Music,Photo,172265,54457,6224,4197,1397,0.217
TikTok,Comedy,Video,113164,95668,12074,5555,7053,0.258
Instagram,Comedy,Video,136885,66973,28729,14559,9718,0.7915
TikTok,Fitness,Video,161491,20594,5925,185,2966,0.4407
Instagram,Music,Photo,128867,83202,18168,1377,4707,0.2915
TikTok,Tech,Video,125922,86099,12098,2171,1918,0.188
Facebook,Tech,Photo,148313,81474,8498,7891,2101,0.2269
Instagram,Beauty,Video,100166,72242,4376,53,1617,0.0837
Instagram,Comedy,Video,160643,74805,10900,4957,2922,0.251
TikTok,Music,Video,163275,88214,7896,5288,4559,0.2011
TikTok,Education,Video,23536,16816,14087,12594,2139,1.7138
Twitter,Beauty,Carrousel,170643,82671,5367,2151,899,0.1018
Instagram,Beauty,Video,161600,60776,26780,8457,2864,0.6269
TikTok,Comedy,Video,104155,98524,11976,4698,1334,0.1828
Facebook,Gaming,Photo,113652,63199,9557,482,5360,0.2437
TikTok,Education,Video,121829,63540,8261,3735,3411,0.2425
TikTok,Comedy,Video,168569,96904,15881,6909,1293,0.2485
Twitter,Gaming,Video,161977,95830,5582,4968,2962,0.141
Twitter,Fitness,Photo,129266,97553,4355,2200,3446,0.1025
Facebook,Music,Text,118298,98719,5940,4379,475,0.1093
Instagram,Fitness,Carrousel,121311,84458,12298,2175,5440,0.2358
Instagram,Challenge,Photo,173140,87901,11678,3634,1906,0.1959
TikTok,Gaming,Video,120781,85078,19194,495,44,0.2319
Instagram,Music,Video,148921,69634,7783,2259,6974,0.2444
Facebook,Education,Text,100137,55370,4700,476,2653,0.1414
Twitter,Education,Carrousel,87597,60336,2356,843,2043,0.0869
TikTok,Education,Video,133150,99216,11203,2530,3919,0.1779
Twitter,Tech,Photo,125432,91983,6715,3531,5475,0.1709
Facebook,Fitness,Video,164788,67969,8491,931,5577,0.2207
Instagram,Beauty,Video,121225,79157,4823,310,4774,0.1252
Instagram,Gaming,Video,153305,89151,12138,10236,753,0.2594
Instagram,Challenge,Photo,104898,94199,14875,6735,2421,0.2551
TikTok,Education,Video,134107,80034,7968,3253,228,0.1431
Instagram,Fitness,Video,88721,60522,21211,14784,10172,0.7628
Twitter,Gaming,Text,130158,90112,8147,3856,7966,0.2216
TikTok,Comedy,Video,132484,86214,13426,122,5372,0.2195
Twitter,Beauty,Text,100038,77532,14346,3714,634,0.2411
Facebook,Challenge,Photo,109517,95158,8283,4510,2888,0.1648
Facebook,Challenge,Video,158704,48226,12565,3662,3145,0.4017
TikTok,Education,Video,100438,81529,7870,6718,1088,0.1923
Twitter,Music,Photo,139456,70074,13639,103,3422,0.2449
Instagram,Beauty,Video,119054,64141,5553,525,4405,0.1634
Instagram,Beauty,Carrousel,130005,93772,8437,5045,4489,0.1916
Instagram,Beauty,Video,161553,61680,8639,2468,3432,0.2357
Instagram,Music,Photo,166526,96042,9938,4311,3578,0.1856
Facebook,Gaming,Video,121329,80105,20647,15824,7348,0.547
Facebook,Challenge,Carrousel,76135,61475,3756,2391,3595,0.1585
Facebook,Education,Carrousel,97577,32681,3630,354,1072,0.1547
Instagram,Comedy,Video,89797,68467,27063,14341,3105,0.6501
Twitter,Challenge,Text,134716,99881,8008,2760,2956,0.1374
Facebook,Gaming,Text,153783,89595,17000,2079,4015,0.2578
Twitter,Beauty,Photo,103013,91903,12518,2497,3950,0.2064
Instagram,Music,Video,129835,81339,12468,1165,21,0.1679
Facebook,Beauty,Carrousel,139290,89700,18245,229,1447,0.2221
Twitter,Beauty,Video,81838,81403,6751,2118,2967,0.1454
Facebook,Beauty,Video,120334,80488,13041,395,2466,0.1976
Facebook,Gaming,Text,169139,89559,17256,788,5172,0.2592
Instagram,Fitness,Video,106616,92911,8882,2429,86,0.1227
TikTok,Fitness,Video,110127,52567,6187,231,893,0.1391
Facebook,Gaming,Carrousel,101398,63902,6757,3690,5948,0.2566
TikTok,Education,Video,176010,95248,9054,3146,5724,0.1882
Facebook,Fitness,Photo,143237,36069,5101,1374,2318,0.2438
Facebook,Tech,Video,119438,95878,11902,7879,2198,0.2292
Twitter,Gaming,Video,123788,97963,16211,4883,3365,0.2497
TikTok,Beauty,Video,167040,95171,15961,269,3483,0.2071
Twitter,Music,Text,107930,99568,6668,2483,1115,0.1031
TikTok,Fitness,Video,89736,84476,12856,4798,3765,0.2536
Twitter,Comedy,Carrousel,109455,89419,12044,3397,2742,0.2033
Instagram,Beauty,Video,177678,84692,7082,6530,445,0.166
TikTok,Gaming,Video,144499,75263,8466,6040,2723,0.2289
Instagram,Fitness,Photo,134466,98646,10552,7452,5837,0.2417
TikTok,Tech,Photo,167219,86500,20129,987,442,0.2492
Facebook,Music,Text,131314,53045,5143,4377,1086,0.1999
Twitter,Comedy,Text,109217,86927,7151,467,858,0.0975
Twitter,Music,Photo,153814,62588,4670,2798,215,0.1228
TikTok,Music,Photo,125858,86154,5944,2912,3995,0.1492
Twitter,Fitness,Text,105903,93502,10694,1596,5399,0.1892
TikTok,Tech,Video,162505,98693,11634,5478,3432,0.2082
Instagram,Gaming,Photo,146671,96235,9065,1900,8069,0.1978
Instagram,Beauty,Video,173693,97472,12173,5109,2394,0.2019
TikTok,Challenge,Video,64468,55149,21961,19568,1408,0.7786
TikTok,Gaming,Video,101521,50862,5339,2118,5061,0.2461
Facebook,Comedy,Photo,155912,67297,6726,1178,530,0.1253
Facebook,Fitness,Photo,139528,79537,13280,1347,5527,0.2534
Twitter,Challenge,Text,86492,81682,14082,1097,4777,0.2443
Facebook,Beauty,Video,164673,98201,15424,6803,3144,0.2584
Twitter,Tech,Photo,156674,98396,4579,2750,4179,0.117
Twitter,Gaming,Photo,165988,99853,7086,6293,5281,0.1869
Instagram,Tech,Photo,169740,91267,7577,6962,2299,0.1845
TikTok,Challenge,Video,139448,98078,9186,5548,8703,0.239
Facebook,Gaming,Text,170773,7954,5335,752,3216,1.1696
Twitter,Fitness,Video,132976,81502,12844,29,3485,0.2007
Twitter,Challenge,Photo,117493,80442,10573,1772,7951,0.2523
Instagram,Beauty,Photo,155169,73380,5477,1675,4910,0.1644
TikTok,Comedy,Video,132212,87740,9701,1304,8285,0.2199
Twitter,Tech,Text,150060,87335,10615,2538,9230,0.2563
TikTok,Fitness,Video,170271,92669,6917,3609,2494,0.1405
Instagram,Beauty,Video,139380,99956,13286,5802,6084,0.2518
TikTok,Fitness,Video,154824,85850,4492,328,4433,0.1078
Facebook,Gaming,Carrousel,127452,85870,10243,1022,328,0.135
Twitter,Fitness,Text,154074,88920,10014,1727,8624,0.229
Facebook,Tech,Text,151354,75874,10592,8084,285,0.2499
Facebook,Music,Text,92719,77771,8894,2212,5513,0.2137
Facebook,Beauty,Text,97713,65621,9211,1913,5606,0.2549
Twitter,Challenge,Photo,127465,94882,8281,198,6452,0.1574
TikTok,Challenge,Video,77583,60138,5186,179,2840,0.1364
Instagram,Music,Carrousel,126230,99528,7781,5680,3055,0.1659
TikTok,Beauty,Video,105470,56913,8853,3346,1932,0.2483
TikTok,Comedy,Video,149126,88443,7650,6910,1012,0.1761
Facebook,Comedy,Video,100998,74891,12565,933,2027,0.2073
Instagram,Beauty,Video,102866,87450,6745,3449,2855,0.1492
Facebook,Music,Photo,112730,98783,19821,1493,2381,0.2399
Twitter,Tech,Photo,111703,98771,10842,5821,4058,0.2098
TikTok,Tech,Video,131107,82225,8479,66,3609,0.1478
Twitter,Music,Text,118924,86447,10580,3353,765,0.17
Instagram,Beauty,Video,169056,79837,9919,4653,1111,0.1964
Facebook,Beauty,Photo,168291,97251,8425,8231,8021,0.2537
TikTok,Music,Video,114005,97561,7420,5262,6521,0.1968
Instagram,Education,Video,163999,91106,4502,907,2685,0.0888
Instagram,Beauty,Video,95229,94891,4438,1668,37,0.0647
Twitter,Education,Carrousel,100891,89767,16251,2964,4107,0.2598
Twitter,Challenge,Text,103062,87858,18180,408,3230,0.2483
Instagram,Music,Photo,105655,98321,15457,1015,8909,0.2581
Twitter,Tech,Carrousel,79218,52423,11957,381,1031,0.255
Facebook,Gaming,Photo,124240,50030,3211,3195,1891,0.1658
TikTok,Challenge,Video,146061,88883,7378,2236,1230,0.122
Facebook,Fitness,Carrousel,111233,82115,6209,4435,4085,0.1794
Twitter,Challenge,Video,91803,86393,17006,809,1574,0.2244
Twitter,Challenge,Video,77980,64953,6049,1041,3365,0.161
Twitter,Tech,Carrousel,179661,75939,9828,5768,1592,0.2263
Facebook,Comedy,Text,154160,92956,7664,3086,3314,0.1513
Facebook,Education,Video,149805,91231,10110,516,1109,0.1286
TikTok,Gaming,Video,170704,42441,1821,588,751,0.0745
Facebook,Comedy,Photo,107936,98464,14101,2089,6981,0.2353
Facebook,Comedy,Video,128190,92309,16349,3622,2405,0.2424
Instagram,Tech,Video,111718,94097,14371,1774,7081,0.2468
Twitter,Education,Photo,101086,19280,13013,8448,1435,1.1876
Facebook,Beauty,Video,167657,81650,25495,7428,3629,0.4477
Instagram,Music,Video,90720,24995,25485,8396,4525,1.5365
Facebook,Music,Video,158411,98047,7961,5628,4606,0.1856
Twitter,Education,Photo,94166,73582,7471,4812,2999,0.2077
Instagram,Challenge,Video,96687,74343,5659,2864,1284,0.1319
Twitter,Education,Carrousel,136074,70491,16217,7925,250,0.346
TikTok,Music,Video,90382,76729,5839,1439,2408,0.1262
TikTok,Comedy,Video,177490,83985,7738,4886,1555,0.1688
Instagram,Comedy,Carrousel,134177,95892,10524,4747,2653,0.1869
Facebook,Gaming,Photo,40869,32050,4222,2103,1086,0.2312
TikTok,Gaming,Video,137803,98690,8895,4586,1068,0.1474
Twitter,Fitness,Text,103281,98923,19160,4318,1498,0.2525
Twitter,Tech,Carrousel,118896,96741,10418,1406,8279,0.2078
Facebook,Comedy,Carrousel,171909,76073,14206,1435,2870,0.2433
TikTok,Tech,Video,103114,81150,16426,772,2102,0.2378
Twitter,Fitness,Video,135050,58411,25780,18140,6556,0.8642
Facebook,Challenge,Text,107941,89559,7418,3411,5945,0.1873
Twitter,Comedy,Photo,91659,50455,4512,2169,4371,0.219
Facebook,Comedy,Video,142950,88357,17215,11317,3974,0.3679
Instagram,Beauty,Photo,93654,87737,19875,5343,7140,0.3688
TikTok,Challenge,Video,166196,58941,5774,130,3091,0.1526
Twitter,Challenge,Video,117977,93471,9417,2641,8898,0.2242
Facebook,Beauty,Text,171080,62590,25594,18497,6106,0.802
Instagram,Gaming,Video,169841,78044,3522,3040,917,0.0958
Instagram,Comedy,Photo,128101,96141,14247,1213,6882,0.2324
Facebook,Comedy,Carrousel,84402,73965,10015,1018,2119,0.1778
Instagram,Tech,Video,115785,81655,9572,1939,6809,0.2244
Facebook,Challenge,Text,143447,86814,8921,3190,124,0.1409
Instagram,Challenge,Video,154394,33391,3602,361,963,0.1475
Instagram,Education,Video,144646,94879,11274,6481,3137,0.2202
Instagram,Fitness,Video,98580,88276,5360,2139,765,0.0936
Instagram,Music,Video,81816,57527,7675,6018,659,0.2495
Twitter,Challenge,Photo,139441,38037,2001,987,449,0.0904
Facebook,Challenge,Photo,102527,68421,12827,261,3602,0.2439
Twitter,Music,Carrousel,111934,64191,9917,4623,189,0.2295
Facebook,Fitness,Text,164516,99887,13870,5258,2063,0.2121
Twitter,Fitness,Carrousel,107076,61962,8817,5428,1621,0.2561
Facebook,Beauty,Carrousel,172364,2417,3109,1043,1007,2.1345
Facebook,Music,Carrousel,99773,44197,2881,1647,345,0.1103
Instagram,Gaming,Video,148864,86826,10806,5361,5674,0.2515
Instagram,Education,Photo,146730,95523,12429,5256,6213,0.2502
Facebook,Education,Photo,175936,52737,11317,75,2021,0.2543
Facebook,Education,Text,88746,76188,4434,3268,2761,0.1373
TikTok,Music,Video,101000,55758,5400,1762,4491,0.209
Twitter,Comedy,Video,171028,86518,10784,8588,2624,0.2542
Facebook,Music,Video,160928,66757,6216,1174,365,0.1162
Instagram,Education,Video,64817,31020,2245,1647,2183,0.1958
Twitter,Fitness,Video,103492,96500,7045,3244,4044,0.1485
Facebook,Fitness,Video,125509,84661,15741,2054,4179,0.2596
Instagram,Challenge,Video,95993,82208,8064,6313,1034,0.1875
Twitter,Education,Text,113344,87550,6710,5897,5192,0.2033
Facebook,Comedy,Video,159347,98229,12837,6351,2423,0.22
TikTok,Gaming,Photo,115888,88274,7473,4146,1674,0.1506
Twitter,Beauty,Video,179909,91292,8832,1091,4415,0.1571
Facebook,Gaming,Photo,176458,79775,9190,8802,2289,0.2542
Instagram,Education,Video,113892,85265,14541,656,2212,0.2042
Instagram,Music,Photo,84610,80554,11674,1815,6233,0.2448
TikTok,Education,Video,118216,72312,9180,2503,1982,0.189
Facebook,Gaming,Photo,115777,95543,5737,5545,4346,0.1636
Instagram,Gaming,Video,110754,86064,16272,3103,356,0.2293
Twitter,Beauty,Photo,68404,56403,9275,4616,529,0.2557
Facebook,Gaming,Video,107818,93237,11575,4937,3993,0.2199
Facebook,Music,Photo,66463,28230,20755,13290,7075,1.4566
TikTok,Tech,Video,178766,92476,13311,720,4002,0.195
TikTok,Music,Video,153680,82906,5237,1891,1704,0.1065
Facebook,Tech,Video,173183,47144,27773,12063,9618,1.049
TikTok,Music,Photo,108570,91458,7335,4380,4937,0.1821
Twitter,Music,Text,140011,76842,7709,7382,3513,0.2421
Twitter,Gaming,Photo,126750,65300,9276,577,1609,0.1755
Facebook,Beauty,Carrousel,153040,88579,11247,1830,5896,0.2142
Facebook,Tech,Text,178171,93613,11993,1354,165,0.1443
Instagram,Tech,Video,177305,99717,21796,1028,2609,0.2551
Facebook,Tech,Photo,114301,98926,15966,569,4386,0.2115
TikTok,Comedy,Video,96817,96697,13851,2896,1938,0.1932
Twitter,Music,Text,87864,83218,7357,2406,6245,0.1924
Facebook,Education,Photo,113177,18424,2581,1015,102,0.2007
Instagram,Education,Video,148897,79021,8909,1418,1405,0.1485
TikTok,Tech,Video,108907,94300,9149,632,8769,0.1967
Twitter,Music,Photo,144582,99142,7301,3420,4020,0.1487
Instagram,Music,Video,162546,67020,12213,3226,1902,0.2587
Facebook,Education,Carrousel,125293,85712,7605,5903,3679,0.2005
TikTok,Music,Video,154289,94653,10408,2440,7651,0.2166
TikTok,Tech,Video,79232,20081,2238,388,276,0.1445
Instagram,Education,Video,139473,94382,11198,7638,5081,0.2534
TikTok,Gaming,Video,133421,62664,9434,3635,1113,0.2263
Instagram,Challenge,Video,74720,43821,5146,2223,227,0.1733
Facebook,Education,Photo,121284,79600,9579,7163,2074,0.2364
Instagram,Gaming,Photo,138000,87608,5763,2769,4343,0.147
Facebook,Education,Text,157454,62312,14001,608,442,0.2415
Twitter,Music,Video,112605,98696,11447,1726,10686,0.2417
Instagram,Comedy,Carrousel,102085,79300,9667,8476,907,0.2402
TikTok,Beauty,Video,168891,69251,4517,3630,179,0.1202
Instagram,Challenge,Video,119362,99702,11022,7683,6163,0.2494
Instagram,Challenge,Video,106713,69207,11334,2210,3437,0.2454
Instagram,Gaming,Video,108603,91444,9433,8619,3259,0.233
Facebook,Fitness,Photo,146650,92347,9876,4183,7700,0.2356
TikTok,Education,Video,109723,65801,25340,4029,2427,0.4832
Facebook,Challenge,Video,90016,86620,6553,4371,3995,0.1722
Twitter,Beauty,Video,78171,9769,10789,6527,4027,2.1848
Instagram,Tech,Carrousel,124542,50221,6514,1134,4602,0.2439
TikTok,Beauty,Video,166727,87367,5608,4999,2886,0.1544
Facebook,Comedy,Text,177039,94770,12445,8816,683,0.2316
Twitter,Tech,Video,173821,98392,14989,487,3262,0.1904
Twitter,Challenge,Video,61134,58985,4454,935,903,0.1067
TikTok,Gaming,Video,133917,71497,10764,2862,2176,0.221
Facebook,Comedy,Video,147146,76225,13119,1097,983,0.1994
Twitter,Fitness,Photo,176423,87341,21614,7866,671,0.3452
Twitter,Gaming,Carrousel,159325,82943,6137,1067,587,0.0939
Twitter,Comedy,Carrousel,169129,87842,7970,1540,757,0.1169
Instagram,Comedy,Video,51911,43528,7656,1601,345,0.2206
Twitter,Challenge,Photo,91729,84226,8082,3770,8043,0.2362
Twitter,Music,Photo,71457,40657,5985,741,3244,0.2452
Facebook,Education,Video,112086,74948,6327,2912,4463,0.1828
Instagram,Beauty,Video,173465,28068,11351,1475,10799,0.8417
Twitter,Fitness,Carrousel,122858,81780,6636,2121,1082,0.1203
Instagram,Gaming,Photo,166349,71264,16592,1191,7423,0.3537
Facebook,Music,Text,99793,83737,7748,1882,4597,0.1699
Instagram,Tech,Video,158642,82119,11128,5854,2022,0.2314
Twitter,Gaming,Text,70714,69278,11531,11306,3840,0.3851
Facebook,Challenge,Photo,104552,80503,5278,3506,1862,0.1322
Facebook,Challenge,Video,66741,38696,21820,5247,9515,0.9454
Instagram,Beauty,Video,87987,59174,5195,4514,5061,0.2496
Twitter,Beauty,Video,99331,50221,19175,11993,1943,0.6593
Facebook,Fitness,Photo,122825,98383,10246,9893,1768,0.2227
Facebook,Comedy,Carrousel,150394,88453,19487,587,1169,0.2402
TikTok,Beauty,Video,71595,66900,7308,6515,184,0.2094
Facebook,Beauty,Text,154699,86224,7520,1114,2393,0.1279
Twitter,Gaming,Carrousel,119061,48844,26769,10115,7135,0.9012
TikTok,Comedy,Video,83127,76345,13738,1231,1507,0.2158
TikTok,Gaming,Video,176929,82782,14562,1879,3902,0.2457
Facebook,Fitness,Carrousel,98019,86333,10141,1296,9286,0.24
Instagram,Challenge,Video,92318,70140,10912,6557,627,0.258
TikTok,Tech,Video,151726,96526,11926,8099,1096,0.2188
Instagram,Tech,Video,116842,77486,13786,3111,138,0.2198
TikTok,Challenge,Video,122364,83731,9493,2635,8552,0.247
Facebook,Education,Video,126008,87606,12110,8,8018,0.2298
Instagram,Challenge,Video,150625,85205,12542,3631,980,0.2013
Instagram,Tech,Video,105767,79188,7599,7443,1918,0.2142
Facebook,Challenge,Carrousel,162098,86948,6308,1589,3152,0.1271
Twitter,Beauty,Text,93741,76013,10514,773,4172,0.2034
Twitter,Gaming,Photo,92004,86542,12244,686,1111,0.1622
Facebook,Education,Text,176811,54000,6020,1629,2213,0.1826
Facebook,Tech,Photo,86597,78851,11507,2682,3119,0.2195
Facebook,Challenge,Text,107718,78229,2341,1965,1596,0.0754
Instagram,Fitness,Video,159155,76535,6293,2424,5870,0.1906
Instagram,Challenge,Video,104478,60324,10300,1829,2671,0.2453
Instagram,Fitness,Video,67838,63114,10319,2236,507,0.207
TikTok,Gaming,Video,124950,97926,9112,4583,8645,0.2281
Facebook,Tech,Photo,122430,72356,6698,90,1344,0.1124
Instagram,Challenge,Video,75563,22208,10308,1724,7121,0.8624
Twitter,Gaming,Text,178300,79081,6810,3234,3441,0.1705
TikTok,Music,Photo,167066,68587,3772,2876,1423,0.1177
Instagram,Fitness,Video,123374,35621,5710,2487,926,0.2561
Twitter,Gaming,Video,133203,85755,9698,9175,1153,0.2335
Facebook,Education,Text,125634,87913,11647,1610,8641,0.2491
Instagram,Music,Video,34220,31612,29471,18316,236,1.5191
Facebook,Tech,Video,76185,75903,9001,3695,3079,0.2078
Facebook,Tech,Text,107002,74770,9066,2470,7243,0.2512
Twitter,Music,Video,99580,76867,12342,1821,1233,0.2003
Twitter,Challenge,Carrousel,131679,76169,7401,3122,3293,0.1814
Instagram,Beauty,Photo,163772,54213,5770,193,5537,0.2121
Instagram,Tech,Video,109115,72384,9607,2161,2728,0.2003
TikTok,Fitness,Video,87858,63135,3406,979,685,0.0803
TikTok,Tech,Video,116913,85206,17002,693,3375,0.2473
Facebook,Education,Video,122423,91703,14133,1024,5206,0.2221
Facebook,Comedy,Carrousel,87831,75314,8843,6280,595,0.2087
Instagram,Beauty,Video,131233,76592,2789,2099,67,0.0647
Instagram,Fitness,Video,87900,87092,14150,2696,5673,0.2586
TikTok,Music,Video,102507,96789,7092,5626,1844,0.1505
TikTok,Beauty,Video,158865,90184,3673,2449,678,0.0754
TikTok,Music,Video,151401,90435,11098,10000,935,0.2436
TikTok,Gaming,Photo,148604,92185,10898,125,57,0.1202
Twitter,Education,Video,148670,87531,19661,833,1504,0.2513
Twitter,Tech,Text,172657,99468,12581,1071,7459,0.2122
Instagram,Challenge,Video,117581,99747,10757,2078,8220,0.2111
Facebook,Fitness,Photo,178185,86158,9272,5537,3573,0.2134
TikTok,Comedy,Video,153597,82945,13790,3476,758,0.2173
Instagram,Music,Video,82306,76049,5987,1635,2276,0.1302
Facebook,Fitness,Photo,143297,97034,6506,298,4024,0.1116
